,episode_reward,steps_taken,Success,average_running_reward
0,-3.8006013158951646,804,False,
1,243.66369629927843,1045,False,
2,-1506.802360102091,859,False,
3,-102.80133858626093,515,False,
4,-147.99611968047353,565,False,
5,749.5326771957455,2687,False,
6,-59.2370532376508,1340,False,
7,-53.23271368008355,1654,False,
8,-11794.773865004572,3958,False,
9,144.68472979764073,1407,False,
10,-375.8006552530055,511,False,
11,-1440.8018618320132,1452,False,
12,-171.800195890366,991,False,
13,-624.8032685726175,720,False,
14,-960.8000142915928,1084,False,
15,-102.80366799855781,1019,False,
16,423.8187733321843,2398,False,
17,-1272.8006007780818,1179,False,
18,95.16714376098045,2427,False,
19,-165.80022950830207,1450,False,
20,-201.80477629682298,859,False,
21,571.0773658074274,4072,False,
22,390.8187280796866,1614,False,
23,-814.7497704154389,4382,False,
24,-201.80433371820178,717,False,
25,347.3153348575821,3971,False,
26,1259.9544806403253,2118,False,
27,-1341.8005288647594,1033,False,
28,1190.2720103781055,2948,False,
29,-6460.897077690335,3402,False,
30,-118.01351016131845,345,False,
31,3513.1205270419646,3634,True,
32,-672.4529086738225,2854,False,
33,-699.7365808273915,4840,True,
34,-261.8004811901552,1562,False,
35,-2581.817276469851,4474,False,
36,-174.8014193201175,1480,False,
37,-201.80038837256717,650,False,
38,-10413.800096026414,3856,False,
39,-732.8007701994866,810,False,
40,-243.80092517382167,740,False,
41,-367.84868884626457,2936,False,
42,-2954.254970471769,2226,False,
43,1715.2234230545307,5957,False,
44,-204.80525040485253,462,False,
45,144.93604314827016,704,False,
46,461.7705920054671,4002,False,
47,-327.8034085694576,408,False,
48,428.67552958597946,1180,False,
49,-89.22787874586454,1271,False,
50,198.71989600181504,948,False,
51,-447.8008496621938,993,False,
52,354.7451476278318,1603,False,
53,-201.80097008949537,584,False,
54,-666.8030244546385,1194,False,
55,-213.8008081113514,1410,False,
56,586.0829578106417,2075,False,
57,-374.0920423462891,681,False,
58,-1278.8003847178782,1684,False,
59,-624.8020148711155,538,False,
60,-6953.121059532139,4706,False,
61,325.11275585684956,1141,False,
62,-6207.800118113792,2213,False,
63,345.8472725908392,1229,False,
64,-288.8038575156196,433,False,
65,-3.803270530056267,1117,False,
66,300.8024051849541,1099,False,
67,95.19912711104047,1455,False,
68,-567.8003140746068,596,False,
69,-225.80208681637487,896,False,
70,-702.8017551397143,1726,False,
71,-8.319842857134091,1430,False,
72,-11580.800150000556,3795,False,
73,668.7995123717405,2778,False,
74,-97.9868202679443,1968,False,
75,180.85348094359279,1364,False,
76,-593.2360083373051,1125,False,
77,-1989.8003906826934,1627,False,
78,-26.05916430682663,1335,False,
79,-2436.8007889912815,1326,False,
80,-18.717712595526294,314,False,
81,-450.3823640270866,2319,False,
82,147.99497648804103,641,False,
83,-1986.8003200242604,1028,False,
84,-2839.990177508403,2863,False,
85,-1038.8010101171167,859,False,
86,-594.8002314033434,1058,False,
87,-237.80237230242463,552,False,
88,727.0165550640208,1404,False,
89,-7434.796567693488,3575,False,
90,-2018.3631153940535,3307,False,
91,411.97627902469685,1259,False,
92,-5778.959999999851,1968,False,
93,-9903.691269277746,6329,False,
94,-547.428611544425,3290,False,
95,-4536.800117382409,2095,False,
96,-1142.2272905495224,3220,False,
97,-201.804998750036,348,False,
98,-1421.2140586372457,3936,False,
99,-983.0418622478544,835,False,-1084.5315196598283
100,-276.8012390525682,373,False,-1087.2615260371952
101,-153.80329228477777,715,False,-1091.2361959230357
102,-564.8039663778889,724,False,-1081.8162119857936
103,-231.8053780875952,395,False,-1083.106252380807
104,-345.8009239866523,477,False,-1085.0843004238686
105,-911.8007877087696,1305,False,-1101.6976350729137
106,1315.8118197150643,3816,False,-1087.9471463433867
107,-111.80506781991711,1010,False,-1088.532869884785
108,-1029.8008824962512,1349,False,-980.8831400597016
109,48.81182901686324,811,False,-981.8418690675094
110,318.8068592329753,5280,False,-974.8957939226497
111,-75.80358452784336,800,False,-961.2458111496079
112,80.19933533798772,1358,False,-958.7258158373244
113,545.120665924645,921,False,-947.0265764923518
114,456.7567337529529,3026,False,-932.8510090119063
115,-63.802935670010726,1208,False,-932.4610016886209
116,1161.7252925520668,3383,True,-925.081936496422
117,-2979.8013997234057,1339,False,-942.1519444858753
118,-18.805062215396845,1145,False,-943.291666545639
119,132.96767946149922,511,False,-940.3039874559411
120,-668.3163776289324,1594,False,-944.9691034692622
121,-204.80424786855025,572,False,-952.727919606022
122,146.1953934916731,1797,False,-955.1741529519022
123,-9567.800047748753,3254,False,-1042.7046557252354
124,590.6450973541921,995,False,-1034.7801614145114
125,-204.80248913784106,479,False,-1040.3013396544657
126,-204.8037179531949,341,False,-1054.9489216404008
127,213.6581903204599,1054,False,-1039.3943344485488
128,-504.8035644467375,625,False,-1056.3450901967972
129,161.51877121510586,1480,False,-990.1209317077427
130,-201.8011320070289,480,False,-990.9588079261998
131,-3580.1886373992375,5056,False,-1061.8918995706117
132,186.7772080916767,877,False,-1053.2995984029567
133,-375.8016808201477,499,False,-1050.0602494028844
134,-9297.800197623003,3371,False,-1140.4202465672129
135,-201.80146377451553,580,False,-1116.6200884402597
136,-258.80363615855316,1132,False,-1117.4601106086438
137,776.2456583779855,1220,False,-1107.6796501411384
138,-270.8015570640611,587,False,-1006.2496647515148
139,-546.8018200654142,721,False,-1004.3896752501742
140,-11844.684300176643,5167,False,-1120.3985090002022
141,-10334.130293148019,4652,False,-1220.0613250432198
142,126.74866270573361,441,False,-1189.2512887114449
143,-39.80274284079522,1330,False,-1206.801550370398
144,-123.42812769544521,1492,False,-1205.987779143304
145,221.78489259686717,605,False,-1205.2192906488178
146,-539.300300303594,1526,False,-1215.2299995719086
147,-2222.0887391094834,2928,False,-1234.172852877309
148,-489.8000733194617,733,False,-1243.3576089063633
149,336.8168570123752,859,False,-1239.0971615487808
150,-945.8014533236606,1075,False,-1250.5423750420355
151,-474.80156199248523,611,False,-1250.8123821653385
152,-95.25785015489441,1006,False,-1255.3124121431658
153,449.94738752872655,3987,True,-1248.7949285669838
154,-573.8045033454338,887,False,-1247.8649433558917
155,-228.80369709338936,314,False,-1248.0149722457122
156,443.38040637645855,732,False,-1249.441997760054
157,-207.80216664733751,363,False,-1247.7790990030644
158,-201.8006864333817,362,False,-1237.0091020202194
159,-9537.727679271364,4240,False,-1326.1383586642219
160,-498.80024026219667,1616,False,-1261.5951504715226
161,-158.17592751880954,934,False,-1266.4280373052793
162,-102.80050020246955,1279,False,-1205.378041126166
163,-291.80228904138124,385,False,-1211.7545367424882
164,-852.8004508783985,937,False,-1217.394502676116
165,194.19779040861383,1184,False,-1215.4144920667293
166,-201.80366935148916,309,False,-1220.4405528120938
167,-252.80278162926217,448,False,-1223.9205718994967
168,-5178.802394400998,1931,False,-1270.0305927027607
169,-1808.125918348003,1709,False,-1285.8538310180768
170,-810.8017355839046,908,False,-1286.9338308225188
171,-594.8027417503888,849,False,-1292.7986598114514
172,-138.80014114469336,3534,False,-1178.3786597228927
173,-255.80193971835996,654,False,-1187.6246742437936
174,234.99297383756107,1190,False,-1184.2948763027387
175,-201.8008250695674,424,False,-1188.1214193628703
176,-4295.083293622329,2435,False,-1225.1398922157205
177,-204.80540676482013,357,False,-1207.2899423765418
178,-510.8001764864076,3132,False,-1212.1373524983373
179,-11793.800029330096,4704,False,-1305.7073449017255
180,-567.8008759886171,647,False,-1311.1981765356563
181,-6305.18228667467,4515,False,-1369.7461757621322
182,-24.801304943105947,1060,False,-1371.4741385764437
183,-330.8006469806207,951,False,-1354.9141418460072
184,-168.80227155600872,1526,False,-1328.2022627864833
185,-102.80167774886982,556,False,-1318.8422694628011
186,189.70752220303217,1263,False,-1310.997191926737
187,-207.80038490364302,2293,False,-1310.6971720527495
188,345.82968169395417,1566,False,-1314.50904078645
189,-300.80044144980445,404,False,-1243.1690795240131
190,-356.303037427058,1126,False,-1226.5484787443431
191,-174.80104951791824,778,False,-1232.4162520297693
192,-474.8023360489382,487,False,-1179.37467539026
193,123.70536758242307,1513,False,-1079.1007090216583
194,-1401.5146280607248,3271,False,-1087.6415691868215
195,-855.8016643812475,1061,False,-1050.8315846568098
196,-252.8043724596724,796,False,-1041.9373554759115
197,-2579.055836760389,3501,False,-1065.709863856015
198,142.08316956865406,923,False,-1050.0768915739561
199,0.8345537270119507,1074,False,-1040.2381274142074
200,123.66795627974648,866,False,-1036.2334354608843
201,-506.32941703000483,1549,False,-1039.7586967083364
202,-504.800153786368,3540,False,-1039.1586585824214
203,-963.8029706732511,936,False,-1046.478634508278
204,167.65379973879325,3182,False,-1041.3440872710235
205,-12222.80010000078,4021,False,-1154.4540803939435
206,-2729.9953980946507,4193,False,-1194.9121525720407
207,1669.421374565215,3099,False,-1177.0998881481894
208,-381.8001969168004,4035,False,-1170.619881292395
209,-101.29142148550741,1214,False,-1172.1209137974186
210,-393.8002431924738,761,False,-1179.246984821673
211,339.7283744701905,897,False,-1175.0916652316928
212,692.7622528289936,3456,False,-1168.9660360567827
213,-95.31454055942459,728,False,-1175.3703881216234
214,-13722.248964902628,6390,False,-1317.1604451081794
215,-480.80416088834943,1001,False,-1321.3304573603627
216,-111.80066943912556,576,False,-1334.0657169802746
217,-635.0677239989025,3035,False,-1310.6183802230296
218,-396.8050645822485,912,False,-1314.3983802466983
219,247.08963746560693,860,False,-1313.2571606666572
220,1696.3530752703443,4173,True,-1289.6104661376644
221,-15.80003469006192,1307,False,-1287.7204240058795
222,-276.8037842558554,542,False,-1291.9504157833549
223,-6951.8002324993,3444,False,-1265.7904176308605
224,-273.80019919684383,1470,False,-1274.434870596371
225,-3.8006725619197255,1011,False,-1272.4248524306117
226,-176.0029272948986,1452,False,-1272.1368445240287
227,-204.80204902552575,499,False,-1276.3214469174886
228,-6074.133886304065,3133,False,-1332.0147501360618
229,-5588.143599033207,5768,False,-1389.511373838545
230,-1194.62810600628,471,False,-1399.4396435785375
231,1035.068088672293,2740,False,-1353.2870763178223
232,111.68468712228866,664,False,-1354.0380015275161
233,2946.2143863182314,3157,True,-1320.8178408561323
234,-63.40227499999923,869,False,-1228.4738616299023
235,75.66191594638221,760,False,-1225.6992278326934
236,-1899.8017722523593,1162,False,-1242.1092091936314
237,1035.8161067933488,4330,True,-1239.5135047094777
238,-1508.1685499855491,2241,False,-1251.8871746386926
239,-588.8002664761468,530,False,-1252.3071591028
