,episode_reward,steps_taken,Success,average_running_reward
240,-800.3208395459429,1167,False,-1141.8635244964928
241,-765.8002379795109,740,False,-1046.1802239448077
242,-2022.8001088933047,1656,False,-1067.6757116607982
243,-798.8003797799114,992,False,-1075.2656880301895
244,141.69754122200638,763,False,-1072.614431341015
245,-1383.8004163651685,1180,False,-1088.6702844306353
246,111.72066581481252,1215,False,-1082.1600747694513
247,-207.80006936342147,2097,False,-1062.0171880719906
248,-567.8001693121396,712,False,-1062.7971890319175
249,-618.8003528509332,520,False,-1072.3533611305504
250,-519.8002538549349,2541,False,-1068.0933491358633
251,-353.94507392104265,2845,False,-1066.8847842551488
252,-4302.652399999894,1469,False,-1108.9587297535988
253,-888.8002829012446,1384,False,-1122.3462064578985
254,-240.8007633089224,459,False,-1119.0161690575333
255,120.72896421736982,1470,False,-1115.5208424444256
256,-1439.2659165333448,2857,False,-1134.3473056735236
257,246.8431722216835,1067,False,-1129.8008522848336
258,-520.9100590948989,1228,False,-1132.9919460114486
259,-102.80102944346429,767,False,-1038.6426795131695
260,-12.800595781277536,956,False,-1033.7826830683603
261,302.255001288901,2352,False,-1029.1783737802832
262,-1644.80024330783,991,False,-1044.5983712113368
263,-6447.986474999823,2181,False,-1106.1602130709214
264,-249.80248267805842,619,False,-1100.130233388918
265,-2775.800045808563,2101,False,-1129.8302117510896
266,138.68686297826878,624,False,-1126.425306427792
267,-14.101062096852928,871,False,-1124.038289232468
268,-579.432095428482,1590,False,-1078.044586242743
269,-6150.867249999834,2050,False,-1121.4719995592613
270,-273.80241620422333,361,False,-1116.1020063654644
271,-5882.0596319545375,3821,False,-1168.974575267506
272,-16.23947839969189,3793,False,-1167.7489686400559
273,-8853.8002163758,3244,False,-1253.7289514066301
274,-2961.8001163587282,1344,False,-1285.696882308593
275,-1104.8003427161966,890,False,-1294.7268774850593
276,-121.97096673229835,886,False,-1252.9957542161592
277,476.5824807899022,1033,False,-1246.181875340612
278,-201.80011265685104,391,False,-1243.0918747023163
279,-282.80022121897764,824,False,-1127.9818766212052
280,-216.8005419013685,823,False,-1124.4718732803326
281,-3613.7098902537673,1855,False,-1097.5571493161237
282,293.9650752849409,1969,False,-1094.3694855138433
283,-588.8005584476231,982,False,-1096.9494846285131
284,-102.80012313671327,806,False,-1096.2894631443203
285,-345.8005887129054,730,False,-1098.7194522539605
286,-552.8001159034442,1852,False,-1106.1445286350254
287,-633.800652686215,672,False,-1110.404531312851
288,702.1761094798669,1877,False,-1106.841067034992
289,108.6602758956171,1298,False,-1102.7464598615377
290,736.2001454902103,6080,False,-1091.821428032365
291,-962.2668388200619,1500,False,-1099.6960859253866
292,-207.80099492655714,538,False,-1097.0260725141627
293,-480.8000131721873,553,False,-1103.071126321709
294,-998.3187246098836,1683,False,-1099.0391672872006
295,1725.9577465105713,7158,False,-1073.2215731782824
296,-201.80377841306273,502,False,-1072.711567237816
297,114.93734959459269,406,False,-1045.7716353742662
298,-992.3442292379295,1130,False,-1057.115909362332
299,-8565.951840864818,4106,False,-1142.7837733082504
