,episode_reward,steps_taken,Success,average_running_reward
136,-201.80251474139604,2804,False,77.02678036416972
137,-201.80140863556355,610,False,77.02677615339384
138,-201.80197244376967,1211,False,77.02675752201326
139,-201.8029770872641,730,False,76.03677504813113
140,1645.410579241632,2468,False,93.51890051044202
141,-102.80454610434099,520,False,84.54467055111972
142,-201.80566883474674,591,False,84.54466181494983
143,-201.80488782209352,336,False,83.55465760652041
144,246.9795473990583,563,False,87.05247096635465
145,-201.80160966392737,383,False,87.05245845116984
146,-102.802178833215,633,False,87.05243791686489
147,147.99591602222355,1348,False,90.55043890697408
148,346.0419049740725,4737,False,91.54245747303338
149,-201.80557160285588,1422,False,90.55244774596902
150,-102.80251943619858,1483,False,91.54243376205099
151,-102.80462499999727,522,False,89.03675753390768
152,-102.80164360256141,536,False,90.02678237572037
153,-201.80545980540847,337,False,89.03676195168758
154,-201.80532811767324,332,False,89.0367246403648
155,-201.80503746877977,328,False,85.5416120313975
156,497.5003719585675,6162,False,88.04743199405104
157,-102.8018804702217,2465,False,87.0574607964667
158,147.9103626037322,1812,False,90.55456760892089
159,1493.9011358119585,7063,False,105.53162720585911
160,-201.80027157723842,2251,False,104.54166020955955
161,-201.80073199524682,676,False,103.55165342337152
162,-201.8016622328579,987,False,100.05692969925357
163,-201.80097766078552,2578,False,92.07625257365825
164,-201.8006377913327,1310,False,91.08625217065968
165,-201.80042922920052,1737,False,85.60882577060201
166,-201.805146383437,608,False,81.12194226631019
167,-201.80539747107554,367,False,80.13189984042702
168,246.82418850417187,600,False,84.61815032858325
169,147.67122587897103,431,False,88.11287158990842
170,-102.80398714950739,495,False,89.10288334951261
171,-201.800225,336,False,83.62749760458848
172,-201.8010272090693,327,False,83.6275266539373
173,-201.80201272810757,331,False,79.13898501129982
174,-201.80045411987362,1813,False,79.13901907944717
175,-201.80439207186754,1469,False,79.1390179189422
176,-201.80340301199226,331,False,78.14898587751756
177,-201.80405233414493,736,False,74.6533087199741
178,794.4246203475475,1307,False,82.63556576933945
179,-102.80134741802168,1757,False,82.63560415897824
180,-102.80448462760951,1779,False,82.63557051917509
181,-102.80085247642228,1701,False,78.14846640177724
182,-201.80100835406034,1291,False,77.15847166334972
183,-102.80462833678892,1217,False,78.14842845895545
184,-201.80380668964844,327,False,78.14842515470227
185,247.08328994048654,1811,False,82.63726705410714
186,246.69357629664137,599,False,87.12220375523769
187,-201.800225,336,False,83.62557813106703
188,-201.80225000000002,335,False,82.63555591801503
189,-201.800225,336,False,82.6355840078834
190,-201.800225,336,False,82.6355842287948
191,246.64907558648991,2918,False,86.13008161954815
192,-201.801575,665,False,86.13007592010817
193,-201.80089999999996,1688,False,85.14006803745393
194,-201.80304027257503,924,False,85.14009329098384
195,-102.80005831231081,2066,False,86.13011538689352
196,-201.80491482736446,1027,False,79.1379976892852
197,-102.80049972958103,2110,False,76.63097651190928
198,-201.80028861925064,568,False,76.63101489497332
199,-201.80363063904062,524,False,73.1341242091882
200,-3.804149569057472,795,False,65.15260400201359
201,-3.8015778163779714,1574,False,62.644041028835524
202,-201.80503746877974,356,False,59.673990791604794
203,147.90922118075338,1053,False,63.17111768327625
204,-201.8002479366523,562,False,60.2011497615788
205,95.19472239992274,4411,False,60.201119479734125
206,-201.80005060857778,3729,False,25.304394228238117
207,695.6317076125713,3384,False,31.308756449331476
208,-102.80029675386332,1051,False,31.308777556833732
209,247.1546737138852,2444,False,16.338140946101305
210,-201.802810333102,1226,False,16.33814844187461
211,596.674004234439,793,False,18.84612097845481
212,-102.80044292805593,982,False,5.386638094743094
213,-201.80483516191896,1059,False,4.3966377064398126
214,-201.8002533501059,523,False,4.396649598970116
215,-102.80349999257085,722,False,-1.603545298074277
216,-201.80335743172176,332,False,-6.089574037909133
217,-201.800225,336,False,-8.069573001491783
218,-201.80035732234614,538,False,-8.069561160792098
219,148.02572318087846,362,False,-4.571296544847146
220,-102.80192499999775,530,False,-4.571309866786955
221,-201.8009,338,False,-6.551314838191525
222,-201.80100839493892,338,False,-20.476184774378197
223,-201.80006107684704,346,False,-20.47615303552046
224,-201.80010586044537,459,False,-28.922743580286273
225,-201.8020871450983,324,False,-29.91275977470421
226,-102.80023097410289,530,False,-29.91275608310077
227,-102.80211922278103,508,False,-29.912731025328608
228,-201.8022556596764,889,False,-31.89271717052173
229,-201.80516833015378,477,False,-32.882720712956846
230,-102.80145423465694,537,False,-32.88271349978826
231,147.86224552351305,716,False,-29.38608867443289
232,147.84324946592037,606,False,-38.35864773382724
233,-102.80564099091217,796,False,-37.36867489373636
234,-201.8021148279829,500,False,-44.362097255280226
235,-102.8053587492922,1014,False,-46.87004828201007
236,-201.804875983141,476,False,-46.87007189442751
237,-201.80493076490578,620,False,-46.87010711572094
238,194.19988264573712,2056,False,-42.91008856482586
239,-201.80531460169763,579,False,-42.91011193997019
240,147.716840082677,624,False,-57.887049331559744
241,147.70615283602405,689,False,-55.3819423421561
242,-201.80374938416713,1023,False,-55.381923147650305
243,-201.8053252344475,853,False,-55.38192752177384
244,95.19934677579488,3938,False,-56.899729528006475
245,-201.80108925812456,698,False,-56.89972432394844
246,-201.80312505487015,477,False,-57.88973378616499
247,147.71517803235284,2320,False,-57.892541166063694
248,-201.80051456218746,449,False,-63.370965361426286
249,2140.4358857339885,4264,False,-39.948550788057844
250,-201.80525661690817,479,False,-40.93857815986494
251,-201.80135394646868,547,False,-41.92854544932966
252,-201.80092765629797,650,False,-42.91853828986702
253,-201.8016002725253,442,False,-42.918499694538184
254,695.3803339095037,998,False,-33.94664307426642
255,-201.80080264239723,504,False,-33.94660072600259
256,-201.80333109611172,409,False,-40.93963775654939
257,-3.8041902357562947,1165,False,-39.94966085420473
258,-201.8006114984285,3312,False,-43.44677059522633
259,-102.80008037183421,1226,False,-59.41378275706426
260,246.81952684032643,1036,False,-54.92758477288862
261,-201.80143239867914,506,False,-54.927591776922945
262,-201.80293555609038,666,False,-54.92760451015527
263,95.1973504471105,1518,False,-51.9576212290763
264,-201.800225,336,False,-51.95761710116298
265,-201.80001428037195,3024,False,-51.95761295167469
266,-201.80111788575755,1201,False,-51.9575726666979
267,-201.8005469188787,836,False,-51.957524161175925
268,345.8275173347161,1534,False,-50.96749087287048
269,-3.8026881406320854,962,False,-52.48223001306651
270,-201.80042806121284,735,False,-53.47219442218356
271,-3.8009776634759476,999,False,-51.49220194881833
272,-201.80205472422705,426,False,-51.4922122239699
273,-102.80104381877162,806,False,-50.50220253487653
274,-3.801103109848242,2511,False,-48.52220902477629
275,-102.80029944328044,772,False,-47.53216809849041
276,-102.80175315062192,1033,False,-46.5421515998767
277,246.75596179366372,1109,False,-42.05655145859861
278,-102.80375834409026,945,False,-51.02883524551499
279,-201.80286038424575,896,False,-52.01885037517724
280,-201.80535707422098,1140,False,-53.00885909964335
281,-102.80006034802732,1554,False,-53.0088511783594
282,-3.8045835554034397,1376,False,-51.02888693037283
283,643.0022373362141,2412,False,-43.5708182736428
284,-201.80179176840042,1200,False,-43.57079812443031
285,-201.80399940091323,986,False,-48.05967101784431
286,-201.80409910263296,820,False,-52.544647771837056
287,194.19889144466677,1602,False,-48.584656607390386
288,-3.8040999821336925,1063,False,-46.604675107211726
289,-201.80532299818807,480,False,-46.604726087193605
290,-201.80014288893656,634,False,-46.604725266082966
291,147.7711893487322,845,False,-47.593504128460545
292,1144.119256327315,4638,False,-34.13429581518739
293,-201.8017294870639,860,False,-34.134304110058025
294,-102.80514641907136,1072,False,-33.14432517152299
295,-201.80041303963785,901,False,-34.13432871879626
296,147.84603224210238,516,False,-30.637819248101597
297,794.3196347490391,1619,False,-21.66661790331539
298,194.19493393818672,1648,False,-17.706665677741015
299,-102.80143386625834,1293,False,-16.716643710013194
